,id,title,rating,image_path,overview,vote_count,director,actor,country,release,movie_rating,runtime,genre,description,ott,,,,,,,,,,
46,257,Oliver Twist,6.7,/zhPdYZ3x2uanhM1SyBj4CuL6hSa.jpg,"Oliver Twist the modern filmed version of Charles Dickens bestseller, a Roman Polanski adaptation. The classic Dickens tale, where an orphan meets a pickpocket on the streets of London. From there, he joins a household of boys who are trained to steal for their master.",954,William J. Cowen,,,1933,NR,98 min,Drama,"An orphan boy in 1830's London is abused in a workhouse, then falls into the clutches of a gang of thieves.",amazon,,,,,,,,,,
48,277,Underworld,6.8,/zsnQ41UZ3jo1wEeemF0eA9cAIU0.jpg,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",5057,,,,2003,R,121 min,"Action, Thriller","A beautiful vampire warrior is entrenched in a war between the vampire and werewolf races. Although she is aligned with the vampires, she falls in love with a werewolf who longs for the war to end.",hulu,,,,,,,,,,
49,277,Underworld,6.8,/zsnQ41UZ3jo1wEeemF0eA9cAIU0.jpg,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",5057,Roger Christian,"Denis Leary, Joe Mantegna, Annabella Sciora, Larry Bishop, Abe Vigoda",,1997,R,95 min,"Comedy, Suspense",A petty criminal fresh from a 7 year stint in jail embarks on a mission to find the group of men who murdered his father.,amazon,,,,,,,,,,
50,277,Underworld,6.8,/zsnQ41UZ3jo1wEeemF0eA9cAIU0.jpg,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",5057,Len Wiseman,"Kate Beckinsale, Scott Speedman, Michael Sheen, Shane Brolly, Bill Nighy, Erwin Leder, Sophia Myles, Robbie Gee, Wentworth Miller, Kevin Grevioux","United States, United Kingdom, Germany, Hungary",2003,R,121 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",A vampire warrior begins to question her mission in the ancient war between the undead and werewolves when she falls for a human under her protection.,netflix,,,,,,,,,,
52,285,Pirates of the Caribbean: At World's End,7.2,/8ORuWcrYPgjwUDyCzr7qsOlCdwn.jpg,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.",11532,Gore Verbinski,"Johnny Depp, Orlando Bloom, Keira Knightley, Stellan Skarsg√•rd, Bill Nighy, Chow Yun-Fat",United States,2007,PG-13,169 min,"Action-Adventure, Fantasy",An alliance forms to rescue Captain Jack Sparrow from Davy Jones' locker.,disney,,,,,,,,,,
53,288,High Noon,7.7,/qETSMQ4IXBSAS409Z9OL0ppXWTW.jpg,"Will Kane, the sheriff of a small town in New Mexico, learns a notorious outlaw he put in jail has been freed, and will be arriving on the noon train. Knowing the outlaw and his gang are coming to kill him, Kane is determined to stand his ground, so he attempts to gather a posse from among the local townspeople.",1033,Fred Zinnemann,"Gary Cooper, Lloyd Bridges, Grace Kelly, Thomas Mitchell, Lon Chaney, Katy Jurado, Otto Kruger, Henry Morgan, Ian MacDonald, Eve McVeagh",,1952,PG,85 min,"Drama, Suspense, Western",Gary Cooper won the Oscar for the Best Actor in this classic tale of a lawman who stands alone to defend a town of cowardly citizens against a gang of revenge-seeking criminals.,amazon,,,,,,,,,,
55,296,Terminator 3: Rise of the Machines,6.1,/vvevzdYIrk2636maNW4qeWmlPFG.jpg,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor ??just like he promised.",5182,Jonathan Mostow,"Arnold Schwarzenegger, Nick Stahl, Claire Danes, Kristanna Loken, David Andrews, Mark Famiglietti, Earl Boen, Moira Sinise, Chopper Bernet, Christopher Lawford","United States, Germany, United Kingdom",2003,R,109 min,"Action & Adventure, Sci-Fi & Fantasy","Ten years after John Connor saved Earth from Judgment Day, he encounters T-X, a robotic assassin ordered to finish what T-1000 started.",netflix,,,,,,,,,,
56,298,Ocean's Thirteen,6.7,/bfh0KadSoBOvdqBLWF93fFzokbg.jpg,"Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.",5081,Steven Soderbergh,"George Clooney, Brad Pitt, Matt Damon, Andy Garcia, Don Cheadle, Bernie Mac, Ellen Barkin, Al Pacino, Casey Affleck, Scott Caan",United States,2007,PG-13,122 min,"Action & Adventure, Comedies",This entry in the all-star caper franchise finds debonair con man Danny Ocean and his gang taking revenge on a double-crossing Las Vegas kingpin.,netflix,,,,,,,,,,
57,311,Once Upon a Time in America,8.4,/i0enkzsL5dPeneWnjl1fCWm6L7k.jpg,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",3899,Sergio Leone,"Robert De Niro, James Woods, Elizabeth McGovern, Treat Williams, Tuesday Weld, Burt Young, Joe Pesci, Danny Aiello, William Forsythe, James Hayden","Italy, United States",1984,R,229 min,"Classic Movies, Dramas",Director Sergio Leone's sprawling crime epic follows a group of Jewish mobsters who rise in the ranks of organized crime in 1920s New York City.,netflix,,,,,,,,,,
58,318,The Million Dollar Hotel,6,/7AjzGYybwfndxnpApKXahQiq2Zy.jpg,The Million Dollar Hotel starts with a jump from a roof top that clears up a death in a hotel that was burning to the ground where a lot of strange people had been living.,231,Wim Wenders,"Jeremy Davis, Milla Jovovich, Mel Gibson",,2000,R,117 min,"Drama, Suspense","Tragi-comic, romantic whodunnit set in a run down hotel which plays host to mentally ill people too poor to afford medical insurance.",amazon,,,,,,,,,,
59,322,Mystic River,7.7,/e2VNohx5jb7I6HUamCuGhKvzXDR.jpg,The lives of three men who were childhood friends are shattered when one of them has a family tragedy.,4948,Clint Eastwood,"Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden, Laura Linney, Kevin Chapman, Tom Guiry, Emmy Rossum, Spencer Treat Clark","United States, Australia",2003,R,138 min,"Dramas, Thrillers","Haunted by a monstrous crime, three childhood friends in Boston cross paths again decades later in connection with a murder investigation.",netflix,,,,,,,,,,
60,327,Brother,7.1,/frhzQ5JJ29R3kXuVq3CRYQSczpn.jpg,"A Japanese Yakuza gangster?ôs deadly existence in his homeland gets him exiled to Los Angeles, where he is taken in by his little brother and his brother?ôs gang.",285,Julien Abraham,"MHD, Darren Muselet, A√Øssa Ma√Øga, Jalil Lespert, Youssouf Gueye, Hiam Abbass, Lisette Malidor",France,2019,TV-MA,97 min,"Dramas, Independent Movies, International Movies","Thrust from a violent home into a brutal custody center, a teenager learns to navigate a tough new reality and forge unlikely alliances to survive.",netflix,,,,,,,,,,
61,334,Magnolia,7.7,/uq2u8HgtLFJkjNq2kHb2jvipIPT.jpg,"An epic mosaic of many interrelated characters in search of happiness, forgiveness, and meaning in the San Fernando Valley.",2591,Paul Thomas Anderson,"John C. Reilly, Philip Baker Hall, Tom Cruise, Julianne Moore, Philip Seymour Hoffman, William H. Macy, Jeremy Blackman, Jason Robards, Melinda Dillon, April Grace, Luis Guzm√°n, Ricky Jay, Alfred Molina, Michael Murphy, Melora Walters",United States,1999,R,189 min,"Dramas, Independent Movies","Through chance, history and divine intervention, a cast of eclectic characters weaves and warps through each other's lives on a random day in California.",netflix,,,,,,,,,,
62,378,Raising Arizona,7,/m5Zp4K4hKdPhsBl3E0p8I7QomlT.jpg,"When a childless couple of an ex-con and an ex-cop decide to help themselves to one of another family's quintuplets, their lives become more complicated than they anticipated.",1536,"Joel Coen,  Ethan Coen","Nicolas Cage, Holly Hunter, Trey Wilson",,1987,PG-13,94 min,Comedy,"A couple help themselves to another family's quintuplets,",amazon,,,,,,,,,,
63,380,Rain Man,7.8,/8L6EMburnnVx8cvQmhGgC826JNc.jpg,Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.,4861,Barry Levinson,"Dustin Hoffman, Tom Cruise, Valeria Golino, Gerald R. Molen, Jack Murdock, Michael D. Roberts, Ralph Seymour, Lucinda Jenney, Bonnie Hunt",United States,1988,R,134 min,"Classic Movies, Dramas","Motivated by money, a selfish workaholic seeking a piece of his late father's inheritance takes a life-changing road trip with his estranged brother.",netflix,,,,,,,,,,
64,387,Das Boot,8.1,/fvobAlXFCsCXqZlPYMGhu5W9gvr.jpg,"A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits.",1585,,,"Germany, Czech Republic",2018,1 Season,,"Drama, International","During the Autumn of 1942, in occupied France, U-612 is now ready for its maiden voyage, preparing to head into the increasingly brutal warfare with its young crewmen, including the new captain, Klaus Hoffmann. As the 40 young men take on their first mission, they struggle with the cramped and claustrophobic conditions of life underwater. Their personalities are pushed to the limit as tensions rise and loyalties begin to shatter. Meanwhile, at the port of La Rochelle, the world of Simone Strasser spirals out of control as she is engulfed in a dangerous liaison and forbidden love, torn between her loyalty for Germany and the Resistance. In the process, she begins to question her entire belief process. Could everything she thought to be true, in fact, be a lie?
A story of choices and survival, ?úDAS BOOT??explores the emotional torment of life during World War Two, and the brutal reality of living within a senseless war.",hulu,,,,,,,,,,
65,393,Kill Bill: Vol. 2,7.9,/2yhg0mZQMhDyvUQ4rG1IZ4oIA8L.jpg,"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do ??but kill Bill.",11245,Quentin Tarantino,"Uma Thurman, David Carradine, Michael Madsen, Daryl Hannah, Gordon Liu, Michael Parks, Perla Haney-Jardine, Helen Kim, Claire Smithies, Clark Middleton",United States,2004,R,137 min,Action & Adventure,"The Bride has three left on her rampage list: Budd, Elle Driver and Bill himself. But when she arrives at Bill's house, she's in for a surprise.",netflix,,,,,,,,,,
66,402,Basic Instinct,6.8,/76Ts0yoHk8kVQj9MMnoMixhRWoh.jpg,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.,2772,Paul Verhoeven,"Michael Douglas, Sharon Stone, George Dzundza, Jeanne Tripplehorn, Denis Arndt, Leilani Sarelle, Bruce A. Young, Chelcie Ross, Dorothy Malone, Wayne Knight, Daniel von Bargen, Stephen Tobolowsky","United States, France",1992,R,128 min,"Classic Movies, Thrillers",A detective investigating a rock star's brutal murder becomes drawn to the prime suspect ??a mysterious novelist whose recent book mirrors the crime.,netflix,,,,,,,,,,
67,404,The Straight Story,7.7,/tT9cMiVDdtlcdZxOoFy3VRmEoKk.jpg,"A retired farmer and widower in his 70s, Alvin Straight learns one day that his distant brother Lyle has suffered a stroke and may not recover. Alvin is determined to make things right with Lyle while he still can, but his brother lives in Wisconsin, while Alvin is stuck in Iowa with no car and no driver's license. Then he hits on the idea of making the trip on his old lawnmower, thus beginning a picturesque and at times deeply spiritual odyssey.",1101,David Lynch,"Richard Farnsworth, Sissy Spacek, Harry Stanton, Everett McGill, John Farley, Kevin Farley","France, United Kingdom, United States",1999,G,112 min,"Biographical, Drama",Story of a man who takes a six week trip on his riding lawn mower.,disney,,,,,,,,,,
68,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",7.1,/kzJip9vndXYSKQHCgekrgqbnUrA.jpg,"Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",8283,Andrew Adamson,"Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell, Tilda Swinton, James McAvoy","United Kingdom, United States",2005,PG,147 min,"Action-Adventure, Family, Fantasy",Four siblings enter a magical land and help its inhabitants defeat a witch.,disney,,,,,,,,,,
69,421,The Life Aquatic with Steve Zissou,7.2,/qZoFLNBC78jzboWeDH6Ha0qavF2.jpg,"Renowned oceanographer Steve Zissou has sworn vengeance upon the rare shark that devoured a member of his crew. In addition to his regular team, he is joined on his boat by Ned, a man who believes Zissou to be his father, and Jane, a journalist pregnant by a married man. They travel the sea, all too often running into pirates and, perhaps more traumatically, various figures from Zissou's past, including his estranged wife, Eleanor.",2135,Wes Anderson,"Bill Murray, Owen Wilson, Cate Blanchett, Anjelica Huston, Willen Dafoe, Jeff Goldblum, Michael Gambon, Bud Cort",,2004,R,119 min,"Action, Adventure, Comedy",An oceanographer sets out after the shark that killed his partner.,amazon,,,,,,,,,,
70,423,The Pianist,8.4,/2hFvxCCWrTmCYwfy7yum0GKRi3Y.jpg,"The true story of pianist W≈Çadys≈Çaw Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a caf√©; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.",6856,Roman Pola≈Ñski,"Adrien Brody, Thomas Kretschmann, Frank Finlay, Maureen Lipman, Emilia Fox, Ed Stoppard, Julia Rayner, Jessica Kate Meyer, Ronan Vibert, Ruth Platt","United Kingdom, France, Poland, Germany, United States",2002,R,149 min,"Dramas, Independent Movies, International Movies",Famed Polish pianist Wladyslaw Szpilman struggles to survive the onslaught of Nazi tyranny during World War II in this drama based on his memoirs.,netflix,,,,,,,,,,
71,424,Schindler's List,8.6,/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,12139,Steven Spielberg,"Liam Neeson, Ben Kingsley, Ralph Fiennes, Caroline Goodall, Jonathan Sagall, Embeth Davidtz, Ma≈Çgorzata Gebel, Shmulik Levy, Mark Ivanir, Beatrice Macola, Friedrich von Thun, Andrzej Seweryn",United States,1993,R,195 min,"Classic Movies, Dramas","Oskar Schindler becomes an unlikely humanitarian, spending his entire fortune to help save 1,100 Jews from Auschwitz during World War II.",netflix,,,,,,,,,,
